Category,City,Country/Region,Manufacturer,Order Date,Order ID,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Furniture,Arvada,United States,Eldon,2023-09-12,US-2023-142902,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",West,Corporate,2023-09-14,Second Class,Colorado,Furnishings,0.2,1.7136,1,15.232
Furniture,Arvada,United States,C-Line,2023-09-12,US-2023-142902,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,West,Corporate,2023-09-14,Second Class,Colorado,Furnishings,0.2,3.5948,4,15.136
Furniture,Utica,United States,DAX,2023-09-12,US-2023-113082,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",East,Corporate,2023-09-16,Standard Class,New York,Furnishings,0,14.5728,2,40.48
Office Supplies,Seattle,United States,GBC,2023-09-12,US-2023-128811,GBC Instant Report Kit,West,Consumer,2023-09-16,Standard Class,Washington,Binders,0.2,7.764,4,20.704
Office Supplies,Seattle,United States,Other,2023-09-12,US-2023-128811,OIC Bulk Pack Metal Binder Clips,West,Consumer,2023-09-16,Standard Class,Washington,Fasteners,0,4.8162,3,10.47
Office Supplies,Springfield,United States,Other,2023-09-12,US-2023-123946,Staples,South,Corporate,2023-09-17,Standard Class,Virginia,Fasteners,0,5.2164,3,11.34
Office Supplies,Arvada,United States,Avery,2023-09-12,US-2023-142902,Avery 509,West,Corporate,2023-09-14,Second Class,Colorado,Labels,0.2,2.0358,3,6.264
Office Supplies,Seattle,United States,Avery,2023-09-12,US-2023-128811,Avery 487,West,Consumer,2023-09-16,Standard Class,Washington,Labels,0,5.2029,3,11.07
Office Supplies,Roseville,United States,Xerox,2023-09-12,US-2023-152457,Xerox 1991,Central,Corporate,2023-09-18,Standard Class,Michigan,Paper,0,31.5192,3,68.52
Office Supplies,Springfield,United States,Rogers,2023-09-12,US-2023-123946,"Rogers Jumbo File, Granite",South,Corporate,2023-09-17,Standard Class,Virginia,Storage,0,0.679,5,67.9
Technology,Springfield,United States,Imation,2023-09-12,US-2023-123946,Imation 30456 USB Flash Drive 8GB,South,Corporate,2023-09-17,Standard Class,Virginia,Accessories,0,1.656,3,20.7
Technology,Louisville,United States,Other,2023-09-12,US-2023-151148,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,West,Home Office,2023-09-13,Same Day,Colorado,Phones,0.2,9.1845,3,146.952
Furniture,Omaha,United States,Electrix,2023-09-13,US-2023-105732,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Central,Consumer,2023-09-18,Standard Class,Nebraska,Furnishings,0,387.5676,14,1336.44
Office Supplies,Omaha,United States,Harmony,2023-09-13,US-2023-105732,Harmony Air Purifier,Central,Consumer,2023-09-18,Standard Class,Nebraska,Appliances,0,136.08,2,378
Office Supplies,Omaha,United States,Avery,2023-09-13,US-2023-105732,Avery 49,Central,Consumer,2023-09-18,Standard Class,Nebraska,Labels,0,7.056,5,14.4
Office Supplies,Omaha,United States,Adams,2023-09-13,US-2023-105732,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Central,Consumer,2023-09-18,Standard Class,Nebraska,Paper,0,8.6436,3,17.64
Office Supplies,Omaha,United States,Things To Do,2023-09-13,US-2023-105732,Things To Do Today Pad,Central,Consumer,2023-09-18,Standard Class,Nebraska,Paper,0,8.4528,3,17.61
Office Supplies,Omaha,United States,Rogers,2023-09-13,US-2023-105732,"Rogers Jumbo File, Granite",Central,Consumer,2023-09-18,Standard Class,Nebraska,Storage,0,0.4074,3,40.74
Office Supplies,Omaha,United States,Fellowes,2023-09-13,US-2023-105732,"Fellowes Mobile File Cart, Black",Central,Consumer,2023-09-18,Standard Class,Nebraska,Storage,0,100.7316,6,373.08
Office Supplies,Omaha,United States,Other,2023-09-13,US-2023-105732,"Elite 5"" Scissors",Central,Consumer,2023-09-18,Standard Class,Nebraska,Supplies,0,5.07,2,16.9
Technology,Omaha,United States,Other,2023-09-13,US-2023-105732,"BlueLounge Milo Smartphone Stand, White/Metallic",Central,Consumer,2023-09-18,Standard Class,Nebraska,Phones,0,41.986,5,149.95
Technology,Omaha,United States,Other,2023-09-13,US-2023-105732,Mediabridge Sport Armband iPhone 5s,Central,Consumer,2023-09-18,Standard Class,Nebraska,Phones,0,0.2997,3,29.97
Office Supplies,Long Beach,United States,GBC,2023-09-14,US-2023-153178,GBC DocuBind 200 Manual Binding Machine,East,Consumer,2023-09-18,Standard Class,New York,Binders,0.2,252.588,2,673.568
Office Supplies,Columbia,United States,Xerox,2023-09-14,US-2023-155439,Xerox 224,South,Home Office,2023-09-18,Standard Class,South Carolina,Paper,0,12.4416,4,25.92
Technology,Long Beach,United States,Other,2023-09-14,US-2023-153178,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,East,Consumer,2023-09-18,Standard Class,New York,Phones,0,131.355,3,437.85
Furniture,Twin Falls,United States,Bretford,2023-09-15,US-2023-116911,Bretford Rectangular Conference Table Tops,West,Corporate,2023-09-20,Standard Class,Idaho,Tables,0,259.5297,3,1128.39
Office Supplies,Seattle,United States,Sanford,2023-09-15,US-2023-160479,SANFORD Major Accent Highlighters,West,Consumer,2023-09-20,Standard Class,Washington,Art,0,13.452,5,35.4
Office Supplies,Twin Falls,United States,Avery,2023-09-15,US-2023-116911,Avery Heavy-Duty EZD View Binder with Locking Rings,West,Corporate,2023-09-20,Standard Class,Idaho,Binders,0.2,6.6352,4,20.416
Office Supplies,Seattle,United States,Cardinal,2023-09-15,US-2023-128678,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",West,Consumer,2023-09-20,Standard Class,Washington,Binders,0.2,15.8158,7,48.664
Office Supplies,New York City,United States,GBC,2023-09-15,US-2023-149797,GBC DocuBind 300 Electric Binding Machine,East,Corporate,2023-09-20,Standard Class,New York,Binders,0.2,294.5488,2,841.568
Office Supplies,Seattle,United States,TOPS,2023-09-15,US-2023-128678,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",West,Consumer,2023-09-20,Standard Class,Washington,Paper,0,10.058,5,21.4
Office Supplies,Philadelphia,United States,Xerox,2023-09-15,US-2023-149370,Xerox 1968,East,Consumer,2023-09-19,Standard Class,Pennsylvania,Paper,0.2,1.8704,1,5.344
Furniture,San Jose,United States,Sauder,2023-09-16,US-2023-123337,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",West,Corporate,2023-09-22,Standard Class,California,Bookcases,0.15,-12.8784,2,273.666
Furniture,Columbus,United States,Global,2023-09-16,US-2023-162159,"Global Value Mid-Back Manager's Chair, Gray",South,Home Office,2023-09-18,First Class,Georgia,Chairs,0,30.445,2,121.78
Office Supplies,San Jose,United States,Eureka,2023-09-16,US-2023-123337,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",West,Corporate,2023-09-22,Standard Class,California,Appliances,0,4.5448,4,17.48
Office Supplies,Laguna Niguel,United States,Xerox,2023-09-16,US-2023-134369,Xerox 1966,West,Home Office,2023-09-22,Standard Class,California,Paper,0,6.3504,2,12.96
Furniture,Seattle,United States,Other,2023-09-17,US-2023-159730,Harbour Creations 67200 Series Stacking Chairs,West,Home Office,2023-09-21,Standard Class,Washington,Chairs,0.2,9.9652,2,113.888
Furniture,Marlborough,United States,C-Line,2023-09-17,US-2023-152415,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",East,Consumer,2023-09-22,Standard Class,Massachusetts,Furnishings,0,6.2244,3,14.82
Furniture,Marlborough,United States,Howard Miller,2023-09-17,US-2023-152415,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",East,Consumer,2023-09-22,Standard Class,Massachusetts,Furnishings,0,61.3824,3,191.82
Furniture,Bangor,United States,C-Line,2023-09-17,US-2023-164091,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",East,Corporate,2023-09-22,Standard Class,Maine,Furnishings,0,33.9388,2,109.48
Office Supplies,Columbus,United States,Sanford,2023-09-17,US-2023-105900,Sanford Liquid Accent Highlighters,Central,Corporate,2023-09-23,Standard Class,Indiana,Art,0,12.358,5,33.4
Office Supplies,Los Angeles,United States,Other,2023-09-17,US-2023-109806,Turquoise Lead Holder with Pocket Clip,West,Corporate,2023-09-22,Standard Class,California,Art,0,6.633,3,20.1
Office Supplies,New York City,United States,Avery,2023-09-17,US-2023-111416,Avery Arch Ring Binders,East,Consumer,2023-09-22,Standard Class,New York,Binders,0.2,78.435,5,232.4
Office Supplies,Redmond,United States,Avery,2023-09-17,US-2023-148957,Avery 481,West,Home Office,2023-09-23,Standard Class,Washington,Labels,0,5.9136,4,12.32
Office Supplies,Los Angeles,United States,Xerox,2023-09-17,US-2023-109806,Xerox 1995,West,Corporate,2023-09-22,Standard Class,California,Paper,0,3.1104,1,6.48
Office Supplies,Springfield,United States,SAFCO,2023-09-17,US-2023-131093,Safco Industrial Shelving,East,Consumer,2023-09-20,Second Class,Ohio,Storage,0.2,-62.7725,5,295.4
Technology,Columbus,United States,Lexmark,2023-09-17,US-2023-134208,Lexmark X 9575 Professional All-in-One Color Printer,South,Consumer,2023-09-23,Standard Class,Georgia,Machines,0,190.08,4,396
Technology,Bangor,United States,Other,2023-09-17,US-2023-164091,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,East,Corporate,2023-09-22,Standard Class,Maine,Phones,0,131.355,3,437.85
Technology,Seattle,United States,Other,2023-09-17,US-2023-159730,Clarity 53712,West,Home Office,2023-09-21,Standard Class,Washington,Phones,0.2,7.9188,2,105.584
Technology,Los Angeles,United States,Panasonic,2023-09-17,US-2023-109806,Panasonic Kx-TS550,West,Corporate,2023-09-22,Standard Class,California,Phones,0.2,8.2782,2,73.584
Furniture,San Diego,United States,Global,2023-09-18,US-2023-133935,Global Troy Executive Leather Low-Back Tilter,West,Corporate,2023-09-22,Standard Class,California,Chairs,0.2,50.098,2,801.568
Furniture,New Rochelle,United States,Global,2023-09-18,US-2023-120355,Global Leather Executive Chair,East,Consumer,2023-09-25,Standard Class,New York,Chairs,0.1,140.396,2,631.782
Furniture,Auburn,United States,Office Star,2023-09-18,US-2023-145905,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,South,Consumer,2023-09-23,Standard Class,Alabama,Chairs,0,84.2352,1,350.98
Furniture,Columbus,United States,Other,2023-09-18,US-2023-157511,"Situations Contoured Folding Chairs, 4/Set",East,Consumer,2023-09-20,First Class,Ohio,Chairs,0.3,-7.098,2,99.372
Furniture,San Diego,United States,Global,2023-09-18,US-2023-133935,"Global High-Back Leather Tilter, Burgundy",West,Corporate,2023-09-22,Standard Class,California,Chairs,0.2,-99.6219,9,885.528
Furniture,Columbus,United States,Eldon,2023-09-18,US-2023-157511,Eldon Pizzaz Desk Accessories,East,Consumer,2023-09-20,First Class,Ohio,Furnishings,0.2,1.6056,3,5.352
Furniture,New Rochelle,United States,DAX,2023-09-18,US-2023-120355,DAX Two-Tone Silver Metal Document Frame,East,Consumer,2023-09-25,Standard Class,New York,Furnishings,0,26.1096,3,60.72
Furniture,Jacksonville,United States,Chromcraft,2023-09-18,US-2023-140928,Chromcraft Round Conference Tables,South,Corporate,2023-09-22,Standard Class,Florida,Tables,0.45,-167.3184,4,383.438
Office Supplies,Columbus,United States,Eldon,2023-09-18,US-2023-157511,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",East,Consumer,2023-09-20,First Class,Ohio,Art,0.2,0.3674,1,2.672
Office Supplies,New York City,United States,Avery,2023-09-18,US-2023-106075,Avery Binding System Hidden Tab Executive Style Index Sets,East,Consumer,2023-09-23,Standard Class,New York,Binders,0.2,1.731,1,4.616
Office Supplies,Jacksonville,United States,Avery,2023-09-18,US-2023-111409,Avery 480,South,Consumer,2023-09-22,Standard Class,Florida,Labels,0.2,1.05,1,3
Office Supplies,San Diego,United States,Xerox,2023-09-18,US-2023-133935,Xerox 1945,West,Corporate,2023-09-22,Standard Class,California,Paper,0,180.7659,9,368.91
Office Supplies,Auburn,United States,Southworth,2023-09-18,US-2023-145905,Southworth Parchment Paper & Envelopes,South,Consumer,2023-09-23,Standard Class,Alabama,Paper,0,6.0168,2,13.08
Office Supplies,Auburn,United States,Tennsco,2023-09-18,US-2023-145905,Tennsco Double-Tier Lockers,South,Consumer,2023-09-23,Standard Class,Alabama,Storage,0,117.0104,4,900.08
Technology,Woodland,United States,Polycom,2023-09-18,US-2023-110086,Polycom CX300 Desktop Phone USB VoIP phone,West,Consumer,2023-09-22,Standard Class,California,Phones,0.2,23.9984,2,239.984
Furniture,Aurora,United States,Global,2023-09-19,US-2023-156097,Global Troy Executive Leather Low-Back Tilter,Central,Home Office,2023-09-19,Same Day,Illinois,Chairs,0.3,-50.098,2,701.372
Furniture,Providence,United States,Other,2023-09-19,US-2023-168354,"Lifetime Advantage Folding Chairs, 4/Carton",East,Home Office,2023-09-21,First Class,Rhode Island,Chairs,0,244.2496,4,872.32
Furniture,Philadelphia,United States,Nu-Dell,2023-09-19,US-2023-120250,Nu-Dell Oak Frame,East,Home Office,2023-09-22,First Class,Pennsylvania,Furnishings,0.2,3.8448,3,25.632
Office Supplies,Orange,United States,Storex,2023-09-19,US-2023-102932,Storex DuraTech Recycled Plastic Frosted Binders,East,Home Office,2023-09-23,Second Class,New Jersey,Binders,0,12.72,6,25.44
Office Supplies,San Francisco,United States,Avery,2023-09-19,US-2023-168557,Avery Heavy-Duty EZD  Binder With Locking Rings,West,Corporate,2023-09-23,Standard Class,California,Binders,0.2,3.1248,2,8.928
Office Supplies,San Francisco,United States,Cardinal,2023-09-19,US-2023-114888,Cardinal Holdit Business Card Pockets,West,Home Office,2023-09-24,Second Class,California,Binders,0.2,4.1832,3,11.952
Office Supplies,Aurora,United States,Avery,2023-09-19,US-2023-156097,Avery Binding System Hidden Tab Executive Style Index Sets,Central,Home Office,2023-09-19,Same Day,Illinois,Binders,0.8,-3.462,2,2.308
Office Supplies,Providence,United States,Other,2023-09-19,US-2023-168354,JM Magazine Binder,East,Home Office,2023-09-21,First Class,Rhode Island,Binders,0,23.7744,3,49.53
Office Supplies,Stockton,United States,Xerox,2023-09-19,US-2023-130267,"Xerox Color Copier Paper, 11"" x 17"", Ream",West,Consumer,2023-09-23,Standard Class,California,Paper,0,73.5448,7,159.88
Office Supplies,Providence,United States,Adams,2023-09-19,US-2023-168354,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",East,Home Office,2023-09-21,First Class,Rhode Island,Paper,0,7.668,3,17.04
Office Supplies,Providence,United States,Other,2023-09-19,US-2023-158610,Home/Office Personal File Carts,East,Consumer,2023-09-22,First Class,Rhode Island,Storage,0,17.38,2,69.52
Office Supplies,Providence,United States,Other,2023-09-19,US-2023-168354,"Hot File 7-Pocket, Floor Stand",East,Home Office,2023-09-21,First Class,Rhode Island,Storage,0,481.869,9,1606.23
Office Supplies,Orange,United States,Acme,2023-09-19,US-2023-102932,Acme Forged Steel Scissors with Black Enamel Handles,East,Home Office,2023-09-23,Second Class,New Jersey,Supplies,0,8.0997,3,27.93
Office Supplies,San Francisco,United States,Other,2023-09-19,US-2023-114888,Kleencut Forged Office Shears by Acme United Corporation,West,Home Office,2023-09-24,Second Class,California,Supplies,0,1.872,3,6.24
Office Supplies,Columbus,United States,Other,2023-09-19,US-2023-142370,Letter Slitter,South,Consumer,2023-09-23,Standard Class,Georgia,Supplies,0,0.1512,2,5.04
Technology,Columbus,United States,Logitech,2023-09-19,US-2023-142370,Logitech Wireless Marathon Mouse M705,South,Consumer,2023-09-23,Standard Class,Georgia,Accessories,0,107.4785,5,249.95
Furniture,Seattle,United States,O'Sullivan,2023-09-20,US-2023-166772,O'Sullivan 5-Shelf Heavy-Duty Bookcases,West,Home Office,2023-09-24,Standard Class,Washington,Bookcases,0,40.97,2,163.88
Furniture,Greensboro,United States,Global,2023-09-20,US-2023-134516,"Global High-Back Leather Tilter, Burgundy",South,Corporate,2023-09-25,Standard Class,North Carolina,Chairs,0.2,-11.0691,1,98.392
Furniture,Greensboro,United States,Dana,2023-09-20,US-2023-134516,Dana Swing-Arm Lamps,South,Corporate,2023-09-25,Standard Class,North Carolina,Furnishings,0.2,1.068,2,17.088
Office Supplies,New York City,United States,Honeywell,2023-09-20,US-2023-145611,Honeywell Quietcare HEPA Air Cleaner,East,Consumer,2023-09-24,Standard Class,New York,Appliances,0,129.7725,5,393.25
Office Supplies,San Francisco,United States,Newell,2023-09-20,US-2023-100244,Newell 343,West,Corporate,2023-09-24,Standard Class,California,Art,0,3.1752,4,11.76
Office Supplies,San Francisco,United States,Ibico,2023-09-20,US-2023-100244,Ibico Plastic Spiral Binding Combs,West,Corporate,2023-09-24,Standard Class,California,Binders,0.2,15.808,2,48.64
Office Supplies,San Francisco,United States,Fellowes,2023-09-20,US-2023-100244,Fellowes PB200 Plastic Comb Binding Machine,West,Corporate,2023-09-24,Standard Class,California,Binders,0.2,88.3948,2,271.984
Office Supplies,Grand Rapids,United States,GBC,2023-09-20,US-2023-126284,GBC Poly Designer Binding Covers,Central,Consumer,2023-09-24,Standard Class,Michigan,Binders,0,41.013,5,83.7
Office Supplies,San Francisco,United States,Strathmore,2023-09-20,US-2023-100244,Strathmore Photo Frame Cards,West,Corporate,2023-09-24,Standard Class,California,Paper,0,30.2634,9,65.79
Office Supplies,San Francisco,United States,Xerox,2023-09-20,US-2023-100244,Xerox 1944,West,Corporate,2023-09-24,Standard Class,California,Paper,0,37.9848,2,77.52
Office Supplies,Toronto,Canada,GBC,2023-09-20,CA-2023-153738,GBC Standard Plastic Binding Systems' Combs,East,Consumer,2023-09-22,First Class,Ontario,Binders,0,16.96,6,37.68
Furniture,Broomfield,United States,Other,2023-09-22,US-2023-125724,Aluminum Document Frame,West,Corporate,2023-09-27,Standard Class,Colorado,Furnishings,0.2,8.554,7,68.432
Furniture,Green Bay,United States,DAX,2023-09-22,US-2023-119641,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Central,Corporate,2023-09-26,Standard Class,Wisconsin,Furnishings,0,7.584,2,18.96
Furniture,Louisville,United States,G. E.,2023-09-22,US-2023-155404,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,South,Home Office,2023-09-28,Standard Class,Kentucky,Furnishings,0,6.3744,2,13.28
Office Supplies,Philadelphia,United States,Newell,2023-09-22,US-2023-120257,Newell 348,East,Consumer,2023-09-28,Standard Class,Pennsylvania,Art,0.2,0.8856,3,7.872
Office Supplies,Smyrna,United States,Berol,2023-09-22,US-2023-109743,Berol Giant Pencil Sharpener,South,Corporate,2023-09-29,Standard Class,Tennessee,Art,0.2,4.5873,3,40.776
Office Supplies,Pembroke Pines,United States,Acco,2023-09-22,US-2023-116232,Acco Suede Grain Vinyl Round Ring Binder,South,Consumer,2023-09-26,Standard Class,Florida,Binders,0.7,-6.0048,9,7.506
Office Supplies,Parma,United States,Other,2023-09-22,US-2023-166653,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",East,Home Office,2023-09-24,Second Class,Ohio,Envelopes,0.2,19.99,2,63.968
Office Supplies,Pembroke Pines,United States,Avery,2023-09-22,US-2023-116232,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",South,Consumer,2023-09-26,Standard Class,Florida,Labels,0.2,5.796,2,16.56
Office Supplies,Philadelphia,United States,Avery,2023-09-22,US-2023-151974,Avery 476,East,Home Office,2023-09-29,Standard Class,Pennsylvania,Labels,0.2,5.369,5,16.52
Office Supplies,Grand Rapids,United States,Other,2023-09-22,US-2023-157728,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Central,Consumer,2023-09-28,Standard Class,Michigan,Paper,0,16.7132,7,35.56
Office Supplies,Lawrence,United States,Xerox,2023-09-22,US-2023-158617,Xerox 1895,Central,Consumer,2023-09-28,Standard Class,Indiana,Paper,0,16.146,6,35.88
Office Supplies,New York City,United States,Other,2023-09-22,US-2023-135965,"Sortfiler Multipurpose Personal File Organizer, Black",East,Home Office,2023-09-25,First Class,New York,Storage,0,37.2186,6,128.34
Technology,Grand Rapids,United States,Panasonic,2023-09-22,US-2023-157728,Panasonic KX TS208W Corded phone,Central,Consumer,2023-09-28,Standard Class,Michigan,Phones,0,27.4344,2,97.98
Technology,Smyrna,United States,Other,2023-09-22,US-2023-109743,PayAnywhere Card Reader,South,Corporate,2023-09-29,Standard Class,Tennessee,Phones,0.2,5.5944,8,63.936
Furniture,Regina,Canada,Other,2023-09-22,CA-2023-125724,Aluminum Document Frame,West,Corporate,2023-09-27,Standard Class,Saskatchewan,Furnishings,0.2,19.99,2,63.968
Furniture,Columbus,United States,Hon,2023-09-23,US-2023-149979,Hon Mobius Operator's Chair,South,Consumer,2023-09-28,Second Class,Georgia,Chairs,0,81.1734,3,368.97
Furniture,Seattle,United States,Global,2023-09-23,US-2023-159009,Global Deluxe Steno Chair,West,Corporate,2023-09-27,Standard Class,Washington,Chairs,0.2,-20.7846,3,184.752
Furniture,Fairfield,United States,Other,2023-09-23,US-2023-129469,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",East,Corporate,2023-09-27,Standard Class,Ohio,Furnishings,0.2,-26.6352,6,532.704
Furniture,Lancaster,United States,Eldon,2023-09-23,US-2023-124016,"Eldon 400 Class Desk Accessories, Black Carbon",East,Home Office,2023-09-26,Second Class,Ohio,Furnishings,0.2,7.7,4,28
Office Supplies,Fairfield,United States,Dixon,2023-09-23,US-2023-129469,"Dixon Ticonderoga Maple Cedar Pencil, #2",East,Corporate,2023-09-27,Standard Class,Ohio,Art,0.2,0.307,2,4.912
Office Supplies,Lancaster,United States,Fellowes,2023-09-23,US-2023-124016,Fellowes Black Plastic Comb Bindings,East,Home Office,2023-09-26,Second Class,Ohio,Binders,0.7,-9.7608,7,12.201
Office Supplies,New York City,United States,3-ring staple pack,2023-09-23,US-2023-101742,3-ring staple pack,East,Home Office,2023-09-28,Second Class,New York,Binders,0.2,3.6848,7,10.528
Office Supplies,Seattle,United States,ACCOHIDE,2023-09-23,US-2023-159009,"ACCOHIDE 3-Ring Binder, Blue, 1""",West,Corporate,2023-09-27,Standard Class,Washington,Binders,0.2,4.4604,4,13.216
Office Supplies,San Diego,United States,Poly,2023-09-23,US-2023-106656,Poly String Tie Envelopes,West,Corporate,2023-09-26,First Class,California,Envelopes,0,1.9176,2,4.08
Office Supplies,San Diego,United States,Avery,2023-09-23,US-2023-106656,Avery 51,West,Corporate,2023-09-26,First Class,California,Labels,0,8.694,3,18.9
Office Supplies,Lancaster,United States,Xerox,2023-09-23,US-2023-124016,Xerox 1970,East,Home Office,2023-09-26,Second Class,Ohio,Paper,0.2,4.0338,3,11.952
Office Supplies,Columbus,United States,Eldon,2023-09-23,US-2023-149979,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,South,Consumer,2023-09-28,Second Class,Georgia,Storage,0,34.2925,5,118.25
Office Supplies,Seattle,United States,Acme,2023-09-23,US-2023-110730,Acme Design Stainless Steel Bent Scissors,West,Corporate,2023-09-26,Second Class,Washington,Supplies,0,3.6936,2,13.68
Furniture,Los Angeles,United States,Hon,2023-09-24,US-2023-100944,Hon Olson Stacker Stools,West,Corporate,2023-09-28,Standard Class,California,Chairs,0.2,56.324,5,563.24
Furniture,Columbus,United States,Office Star,2023-09-24,US-2023-134488,Office Star - Contemporary Task Swivel Chair,East,Consumer,2023-10-01,Standard Class,Ohio,Chairs,0.3,-13.3176,2,155.372
Furniture,San Francisco,United States,Nu-Dell,2023-09-24,US-2023-147340,Nu-Dell Executive Frame,West,Corporate,2023-09-24,Same Day,California,Furnishings,0,23.384,5,63.2
Furniture,Aurora,United States,Electrix,2023-09-24,US-2023-108875,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,West,Home Office,2023-10-01,Standard Class,Colorado,Furnishings,0.2,7.504,2,21.44
Furniture,Bloomington,United States,Deflect-o,2023-09-24,US-2023-154235,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Central,Consumer,2023-09-28,Standard Class,Indiana,Furnishings,0,21.7515,3,127.95
Office Supplies,Broken Arrow,United States,Avery,2023-09-24,US-2023-141551,Avery Heavy-Duty EZD View Binder with Locking Rings,Central,Consumer,2023-09-30,Standard Class,Oklahoma,Binders,0,2.9348,1,6.38
Office Supplies,Rockford,United States,GBC,2023-09-24,US-2023-132479,GBC ProClick 150 Presentation Binding System,Central,Corporate,2023-09-26,First Class,Illinois,Binders,0.8,-729.9138,7,442.372
Office Supplies,Los Angeles,United States,Tyvek,2023-09-24,US-2023-100944,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",West,Corporate,2023-09-28,Standard Class,California,Envelopes,0,143.303,5,304.9
Office Supplies,Los Angeles,United States,REDIFORM,2023-09-24,US-2023-155187,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",West,Corporate,2023-09-26,Second Class,California,Paper,0,20.85,5,41.7
Office Supplies,Broken Arrow,United States,Xerox,2023-09-24,US-2023-141551,Xerox 232,Central,Consumer,2023-09-30,Standard Class,Oklahoma,Paper,0,3.1104,1,6.48
Office Supplies,Los Angeles,United States,Tennsco,2023-09-24,US-2023-155187,"Tennsco Lockers, Gray",West,Corporate,2023-09-26,Second Class,California,Storage,0,2.9372,2,41.96
Office Supplies,Aurora,United States,Other,2023-09-24,US-2023-108875,Sensible Storage WireTech Storage Systems,West,Home Office,2023-10-01,Standard Class,Colorado,Storage,0.2,-95.823,9,511.056
Furniture,San Francisco,United States,Atlantic,2023-09-25,US-2023-148747,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",West,Corporate,2023-09-27,First Class,California,Bookcases,0.15,84.294,2,477.666
Furniture,Long Beach,United States,Global,2023-09-25,US-2023-125402,"Global Airflow Leather Mesh Back Chair, Black",West,Consumer,2023-10-01,Standard Class,California,Chairs,0.2,60.392,4,483.136
Furniture,La Crosse,United States,Global,2023-09-25,US-2023-124163,"Global Fabric Manager's Chair, Dark Gray",Central,Corporate,2023-09-30,Standard Class,Wisconsin,Chairs,0,50.49,2,201.96
Furniture,La Crosse,United States,Eldon,2023-09-25,US-2023-124163,Eldon Expressions Mahogany Wood Desk Collection,Central,Corporate,2023-09-30,Standard Class,Wisconsin,Furnishings,0,17.16,11,68.64
Furniture,Phoenix,United States,Bevis,2023-09-25,US-2023-122245,Bevis Boat-Shaped Conference Table,West,Consumer,2023-09-30,Standard Class,Arizona,Tables,0.5,-204.4458,3,393.165
Office Supplies,Cleveland,United States,Hoover,2023-09-25,US-2023-113978,Hoover Shoulder Vac Commercial Portable Vacuum,East,Consumer,2023-09-29,Standard Class,Ohio,Appliances,0.2,17.891,1,286.256
Office Supplies,La Crosse,United States,Other,2023-09-25,US-2023-124163,Manco Dry-Lighter Erasable Highlighter,Central,Corporate,2023-09-30,Standard Class,Wisconsin,Art,0,1.0336,1,3.04
Office Supplies,Long Beach,United States,Newell,2023-09-25,US-2023-125402,Newell 346,West,Consumer,2023-10-01,Standard Class,California,Art,0,1.6704,2,5.76
Office Supplies,San Francisco,United States,BIC,2023-09-25,US-2023-101385,BIC Brite Liner Highlighters,West,Consumer,2023-10-01,Standard Class,California,Art,0,6.9552,4,16.56
Office Supplies,Tigard,United States,GBC,2023-09-25,US-2023-140417,GBC Poly Designer Binding Covers,West,Corporate,2023-09-29,Standard Class,Oregon,Binders,0.7,-3.5154,1,5.022
